PRODUCT_TYPE,PRODUCT_ID,PARENT_ID,SKU,PRODUCT_NAME,PRODUCT_SUMMARY,PRODUCT_DESCRIPTION,ORIGINAL_PRICE,SELLING_PRICE,PRICE_RANGE,BRAND,VARIANT_COLOR,VARIANT_SIZE,VARIANT_FIT,Color,THUMBNAIL_IMAGES,FULL_SIZE_IMAGES,ACTIVE,PUBLISHED,COLLECTIONS,Gender,Details,Fabric,Measurements,Season,variantPosition
VARIANT,BR1021RED7,BR1021,BR1021RED7,Braunton 7,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Red||#ff0000|Red,7,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,5
VARIANT,BR1021RED8,BR1021,BR1021RED8,Braunton 8,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Red||#ff0000|Red,8,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,6
VARIANT,BR1021RED9,BR1021,BR1021RED9,Braunton 9,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Red||#ff0000|Red,9,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,7
VARIANT,BR1021RED10,BR1021,BR1021RED10,Braunton 10,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Red||#ff0000|Red,10,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,8
VARIANT,BR1021RED11,BR1021,BR1021RED11,Braunton 11,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Red||#ff0000|Red,11,,Red,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_5.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021RED/apparelProductCatalog_BR1021RED_6.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,9
VARIANT,BR1021BLA7,BR1021,BR1021BLA7,Braunton 7,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Black||#000000|Black,7,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,10
VARIANT,BR1021BLA8,BR1021,BR1021BLA8,Braunton 8,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Black||#000000|Black,8,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,11
VARIANT,BR1021BLA9,BR1021,BR1021BLA9,Braunton 9,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Black||#000000|Black,9,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,12
VARIANT,BR1021BLA10,BR1021,BR1021BLA10,Braunton 10,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Black||#000000|Black,10,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,13
VARIANT,BR1021BLA11,BR1021,BR1021BLA11,Braunton 11,Low top sneaker,"Low top sneakers are the best option for casual daywear. Slip into this versatile sneaker for the perfect casual fix. This round toe lace-up is minimalist in construction, but delivers maximally on style. Choose BRAUNTON to level up your style game.",80,80,50-99.99,Aldo,Black||#000000|Black,11,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1021BLA/apparelProductCatalog_BR1021BLA_5.jpg,TRUE,TRUE,,MALE,"Low top sneaker, Round toe, Laces closure","Upper: Synthetic, Sole: Rubber",,,14
VARIANT,BR1022BLA7,BR1022,BR1022BLA7,Agraulle 7,Monkstrap loafer,The men's Monk Strap shoe maintains its reputation as a statement shoe with this double buckle and square toe rendition. Wear your pair with a trend-focused look or keep it classic with your best suit.,125,125,100-149.99,Aldo,Black||#000000|Black,7,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,TRUE,TRUE,,MALE,"Monkstrap loafer, Dress Shoe, Square toe, Buckle closure","Upper: Leather, Sole: Rubber",,,0
VARIANT,BR1022BLA8,BR1022,BR1022BLA8,Agraulle 8,Monkstrap loafer,The men's Monk Strap shoe maintains its reputation as a statement shoe with this double buckle and square toe rendition. Wear your pair with a trend-focused look or keep it classic with your best suit.,125,125,100-149.99,Aldo,Black||#000000|Black,8,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,TRUE,TRUE,,MALE,"Monkstrap loafer, Dress Shoe, Square toe, Buckle closure","Upper: Leather, Sole: Rubber",,,1
VARIANT,BR1022BLA9,BR1022,BR1022BLA9,Agraulle 9,Monkstrap loafer,The men's Monk Strap shoe maintains its reputation as a statement shoe with this double buckle and square toe rendition. Wear your pair with a trend-focused look or keep it classic with your best suit.,125,125,100-149.99,Aldo,Black||#000000|Black,9,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,TRUE,TRUE,,MALE,"Monkstrap loafer, Dress Shoe, Square toe, Buckle closure","Upper: Leather, Sole: Rubber",,,2
VARIANT,BR1022BLA10,BR1022,BR1022BLA10,Agraulle 10,Monkstrap loafer,The men's Monk Strap shoe maintains its reputation as a statement shoe with this double buckle and square toe rendition. Wear your pair with a trend-focused look or keep it classic with your best suit.,125,125,100-149.99,Aldo,Black||#000000|Black,10,,Black,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/thumbnails/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_1.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_2.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_3.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_4.jpg|https://cx-upscale.s3-eu-west-1.amazonaws.com/fashion/products/pictures/BR1022BLA/apparelProductCatalog_BR1022BLA_5.jpg,TRUE,TRUE,,MALE,"Monkstrap loafer, Dress Shoe, Square toe, Buckle closure","Upper: Leather, Sole: Rubber",,,3
